position,team_name,points,league_name,season
15,Excelsior,32,Eredivisie,2022
16,FC Emmen,28,Eredivisie,2022
17,SC Cambuur-Leeuwarden,19,Eredivisie,2022
18,FC Groningen,18,Eredivisie,2022
1,SL Benfica,87,Liga Nos,2022
2,FC Porto,85,Liga Nos,2022
3,SC Braga,78,Liga Nos,2022
4,Sporting CP,74,Liga Nos,2022
5,FC Arouca,54,Liga Nos,2022
6,Vitória Guimarães SC,53,Liga Nos,2022
7,GD Chaves,46,Liga Nos,2022
8,FC Famalicão,44,Liga Nos,2022
9,Boavista FC,44,Liga Nos,2022
10,Casa Pia AC,41,Liga Nos,2022
11,FC Vizela,40,Liga Nos,2022
12,Rio Ave FC,40,Liga Nos,2022
13,Gil Vicente FC,37,Liga Nos,2022
14,GD Estoril Praia,35,Liga Nos,2022
15,Portimonense SC,34,Liga Nos,2022
16,Marítimo,26,Liga Nos,2022
17,FC Paços de Ferreira,23,Liga Nos,2022
18,CD Santa Clara,22,Liga Nos,2022
1,FC Barcelona,88,Primera Division,2022
2,Real Madrid,78,Primera Division,2022
3,Atlético de Madrid,77,Primera Division,2022
4,Real Sociedad,71,Primera Division,2022
5,Villarreal CF,64,Primera Division,2022
6,Real Betis Balompié,60,Primera Division,2022
7,CA Osasuna,53,Primera Division,2022
8,Athletic Bilbao,51,Primera Division,2022
9,RCD Mallorca,50,Primera Division,2022
10,Girona FC,49,Primera Division,2022
11,Sevilla FC,49,Primera Division,2022
12,Rayo Vallecano,49,Primera Division,2022
13,Celta de Vigo,43,Primera Division,2022
14,Valencia CF,42,Primera Division,2022
15,Getafe CF,42,Primera Division,2022
16,Cádiz CF,42,Primera Division,2022
17,UD Almería,41,Primera Division,2022
18,Real Valladolid CF,40,Primera Division,2022
19,RCD Espanyol Barcelona,37,Primera Division,2022
20,Elche CF,25,Primera Division,2022
